,metadata,ArticleID,index,last name,first name,AuthorName
20710,"Sobel, Joel",25553,,Sobel, Joel, Joel Sobel
20711,"Epple, Dennis",25554,,Epple, Dennis, Dennis Epple
20712,"Quintero, Luis",25554,,Quintero, Luis, Luis Quintero
20713,"Sieg, Holger",25554,,Sieg, Holger, Holger Sieg
20714,"Geruso, Michael",25555,,Geruso, Michael, Michael Geruso
20715,"Layton, Timothy",25555,,Layton, Timothy, Timothy Layton
20716,"Angeletos, George-Marios",25556,,Angeletos, George-Marios, George-Marios Angeletos
20717,"La'O, Jennifer",25556,,La'O, Jennifer, Jennifer La'O
20718,"Caucutt, Elizabeth M.",25557,,Caucutt, Elizabeth M., Elizabeth M. Caucutt
20719,"Lochner, Lance",25557,,Lochner, Lance, Lance Lochner
20720,"Sweeting, Andrew",25558,,Sweeting, Andrew, Andrew Sweeting
20721,"Roberts, James W.",25558,,Roberts, James W., James W. Roberts
20722,"Gedge, Chris",25558,,Gedge, Chris, Chris Gedge
20723,"Acemoglu, Daron",25559,,Acemoglu, Daron, Daron Acemoglu
20724,"De Feo, Giuseppe",25559,,De Feo, Giuseppe, Giuseppe De Feo
20725,"De Luca, Giacomo Davide",25559,,De Luca, Giacomo Davide, Giacomo Davide De Luca
20726,"Aguirregabiria, Victor",25560,,Aguirregabiria, Victor, Victor Aguirregabiria
20727,"Magesan, Arvind",25560,,Magesan, Arvind, Arvind Magesan
20728,"Bertrand, Marianne",25561,,Bertrand, Marianne, Marianne Bertrand
20729,"Burgess, Robin",25561,,Burgess, Robin, Robin Burgess
20730,"Chawla, Arunish",25561,,Chawla, Arunish, Arunish Chawla
20731,"Xu, Guo",25561,,Xu, Guo, Guo Xu
20732,"Best, Michael Carlos",25562,,Best, Michael Carlos, Michael Carlos Best
20733,"Cloyne, James S.",25562,,Cloyne, James S., James S. Cloyne
20734,"Ilzetzki, Ethan",25562,,Ilzetzki, Ethan, Ethan Ilzetzki
20735,"Kleven, Henrik J.",25562,,Kleven, Henrik J., Henrik J. Kleven
20736,"Bethune, Zachary",25563,,Bethune, Zachary, Zachary Bethune
20737,"Choi, Michael",25563,,Choi, Michael, Michael Choi
20738,"Wright, Randall",25563,,Wright, Randall, Randall Wright
20739,"Blader, Steven",25564,,Blader, Steven, Steven Blader
20740,"Gartenberg, Claudine",25564,,Gartenberg, Claudine, Claudine Gartenberg
20741,"Prat, Andrea",25564,,Prat, Andrea, Andrea Prat
20742,"Bonatti, Alessandro",25565,,Bonatti, Alessandro, Alessandro Bonatti
20743,"Cisternas, Gonzalo",25565,,Cisternas, Gonzalo, Gonzalo Cisternas
20744,"Brown, David W.",25566,,Brown, David W., David W. Brown
20745,"Kowalski, Amanda E.",25566,,Kowalski, Amanda E., Amanda E. Kowalski
20746,"Lurie, Ithai Z.",25566,,Lurie, Ithai Z., Ithai Z. Lurie
20747,"Dalton, Christina M.",25567,,Dalton, Christina M., Christina M. Dalton
20748,"Gowrisankaran, Gautam",25567,,Gowrisankaran, Gautam, Gautam Gowrisankaran
20749,"Town, Robert J.",25567,,Town, Robert J., Robert J. Town
20750,"Davila, Eduardo",25568,,Davila, Eduardo, Eduardo Davila
20751,"Defusco, Anthony A.",25569,,Defusco, Anthony A., Anthony A. Defusco
20752,"Johnson, Stephanie",25569,,Johnson, Stephanie, Stephanie Johnson
20753,"Mondragon, John",25569,,Mondragon, John, John Mondragon
20754,"Dittmar, Jeremiah E.",25570,,Dittmar, Jeremiah E., Jeremiah E. Dittmar
20755,"Meisenzahl, Ralf R.",25570,,Meisenzahl, Ralf R., Ralf R. Meisenzahl
20756,"Ekmekci, Mehmet",25571,,Ekmekci, Mehmet, Mehmet Ekmekci
20757,"Lauermann, Stephan",25571,,Lauermann, Stephan, Stephan Lauermann
20758,"Stavrakeva, Vania",25572,,Stavrakeva, Vania, Vania Stavrakeva
20759,"Zimmermann, Florian",25573,,Zimmermann, Florian, Florian Zimmermann
20760,"Romero, Mauricio",25574,,Romero, Mauricio, Mauricio Romero
20761,"Sandefur, Justin",25574,,Sandefur, Justin, Justin Sandefur
20762,"Sandholtz, Wayne Aaron",25574,,Sandholtz, Wayne Aaron, Wayne Aaron Sandholtz
20763,"Gregg, Amanda G.",25575,,Gregg, Amanda G., Amanda G. Gregg
20764,"Daley, Brendan",25576,,Daley, Brendan, Brendan Daley
20765,"Green, Brett",25576,,Green, Brett, Brett Green
20766,"Ambrus, Attila",25577,,Ambrus, Attila, Attila Ambrus
20767,"Field, Erica",25577,,Field, Erica, Erica Field
20768,"Gonzalez, Robert",25577,,Gonzalez, Robert, Robert Gonzalez
20769,"Huo, Zhen",25578,,Huo, Zhen, Zhen Huo
20770,"Pedroni, Marcelo",25578,,Pedroni, Marcelo, Marcelo Pedroni
20771,"Ichihashi, Shota",25579,,Ichihashi, Shota, Shota Ichihashi
20772,"Bahel, Eric",25580,,Bahel, Eric, Eric Bahel
20773,"Sprumont, Yves",25580,,Sprumont, Yves, Yves Sprumont
20774,"Allen, Treb",25581,,Allen, Treb, Treb Allen
20775,"Arkolakis, Costas",25581,,Arkolakis, Costas, Costas Arkolakis
20776,"Takahashi, Yuta",25581,,Takahashi, Yuta, Yuta Takahashi
20777,"Kosse, Fabian",25582,,Kosse, Fabian, Fabian Kosse
20778,"Deckers, Thomas",25582,,Deckers, Thomas, Thomas Deckers
20779,"Pinger, Pia",25582,,Pinger, Pia, Pia Pinger
20780,"Schildberg-Hoerisch, Hannah",25582,,Schildberg-Hoerisch, Hannah, Hannah Schildberg-Hoerisch
20781,"Falk, Armin",25582,,Falk, Armin, Armin Falk
20782,"Ely, Jeffrey C.",25583,,Ely, Jeffrey C., Jeffrey C. Ely
20783,"Szydlowski, Martin",25583,,Szydlowski, Martin, Martin Szydlowski
20784,"Herrera, Helios",25584,,Herrera, Helios, Helios Herrera
20785,"Ordonez, Guillermo",25584,,Ordonez, Guillermo, Guillermo Ordonez
20786,"Trebesch, Christoph",25584,,Trebesch, Christoph, Christoph Trebesch
20787,"Battaglini, Marco",25585,,Battaglini, Marco, Marco Battaglini
20788,"Harstad, Bard",25585,,Harstad, Bard, Bard Harstad
20789,"Ashraf, Nava",25586,,Ashraf, Nava, Nava Ashraf
20790,"Bau, Natalie",25586,,Bau, Natalie, Natalie Bau
20791,"Nunn, Nathan",25586,,Nunn, Nathan, Nathan Nunn
20792,"Voena, Alessandra",25586,,Voena, Alessandra, Alessandra Voena
20793,"Calsamiglia, Caterina",25587,,Calsamiglia, Caterina, Caterina Calsamiglia
20794,"Fu, Chao",25587,,Fu, Chao, Chao Fu
20795,"Guell, Maia",25587,,Guell, Maia, Maia Guell
20796,"Condorelli, Daniele",25588,,Condorelli, Daniele, Daniele Condorelli
20797,"Szentes, Balazs",25588,,Szentes, Balazs, Balazs Szentes
20798,"Chari, V. V.",25589,,Chari, V. V., V. V. Chari
20799,"Dovis, Alessandro",25589,,Dovis, Alessandro, Alessandro Dovis
20800,"Kehoe, Patrick J.",25589,,Kehoe, Patrick J., Patrick J. Kehoe
20801,"Ciscato, Edoardo",25590,,Ciscato, Edoardo, Edoardo Ciscato
20802,"Galichon, Alfred",25590,,Galichon, Alfred, Alfred Galichon
20803,"Gousse, Marion",25590,,Gousse, Marion, Marion Gousse
20804,"Fajgelbaum, Pablo D.",25591,,Fajgelbaum, Pablo D., Pablo D. Fajgelbaum
20805,"Goldberg, Pinelopi K.",25591,,Goldberg, Pinelopi K., Pinelopi K. Goldberg
20806,"Kennedy, Patrick J.",25591,,Kennedy, Patrick J., Patrick J. Kennedy
20807,"Khandelwal, Amit K.",25591,,Khandelwal, Amit K., Amit K. Khandelwal
20808,"Chodorow-Reich, Gabriel",25592,,Chodorow-Reich, Gabriel, Gabriel Chodorow-Reich
20809,"Gopinath, Gita",25592,,Gopinath, Gita, Gita Gopinath
20810,"Mishra, Prachi",25592,,Mishra, Prachi, Prachi Mishra
20811,"Narayanan, Abhinav",25592,,Narayanan, Abhinav, Abhinav Narayanan
20812,"Baqaee, David Rezza",25593,,Baqaee, David Rezza, David Rezza Baqaee
20813,"Farhi, Emmanuel",25593,,Farhi, Emmanuel, Emmanuel Farhi
20814,"Coibion, Olivier",25594,,Coibion, Olivier, Olivier Coibion
20815,"Gorodnichenko, Yuriy",25594,,Gorodnichenko, Yuriy, Yuriy Gorodnichenko
20816,"Ropele, Tiziano",25594,,Ropele, Tiziano, Tiziano Ropele
20817,"Eliason, Paul J.",25595,,Eliason, Paul J., Paul J. Eliason
20818,"Heebsh, Benjamin",25595,,Heebsh, Benjamin, Benjamin Heebsh
20819,"Mcdevitt, Ryan C.",25595,,Mcdevitt, Ryan C., Ryan C. Mcdevitt
20820,"Roberts, James W.",25595,,Roberts, James W., James W. Roberts
20821,"Card, David",25596,,Card, David, David Card
20822,"Dellavigna, Stefano",25596,,Dellavigna, Stefano, Stefano Dellavigna
20823,"Funk, Patricia",25596,,Funk, Patricia, Patricia Funk
20824,"Iriberri, Nagore",25596,,Iriberri, Nagore, Nagore Iriberri
20825,"Jakobsen, Katrine",25597,,Jakobsen, Katrine, Katrine Jakobsen
20826,"Jakobsen, Kristian",25597,,Jakobsen, Kristian, Kristian Jakobsen
20827,"Kleven, Henrik",25597,,Kleven, Henrik, Henrik Kleven
20828,"Zucman, Gabriel",25597,,Zucman, Gabriel, Gabriel Zucman
20829,"Liang, Annie",25598,,Liang, Annie, Annie Liang
20830,"Mu, Xiaosheng",25598,,Mu, Xiaosheng, Xiaosheng Mu
20831,"Caselli, Francesco",25599,,Caselli, Francesco, Francesco Caselli
20832,"Koren, Miklos",25599,,Koren, Miklos, Miklos Koren
20833,"Lisicky, Milan",25599,,Lisicky, Milan, Milan Lisicky
20834,"Tenreyro, Silvana",25599,,Tenreyro, Silvana, Silvana Tenreyro
20835,"Redding, Stephen J.",25600,,Redding, Stephen J., Stephen J. Redding
20836,"Weinstein, David E.",25600,,Weinstein, David E., David E. Weinstein
20837,"Chandrasekhar, Arun G.",25601,,Chandrasekhar, Arun G., Arun G. Chandrasekhar
20838,"Larreguy, Horacio",25601,,Larreguy, Horacio, Horacio Larreguy
20839,"Xandri, Juan Pablo",25601,,Xandri, Juan Pablo, Juan Pablo Xandri
20840,"Acemoglu, Daron",25602,,Acemoglu, Daron, Daron Acemoglu
20841,"Azar, Pablo D.",25602,,Azar, Pablo D., Pablo D. Azar
20842,"Buera, Francisco J.",25603,,Buera, Francisco J., Francisco J. Buera
20843,"Oberfield, Ezra",25603,,Oberfield, Ezra, Ezra Oberfield
20844,"Fagereng, Andreas",25604,,Fagereng, Andreas, Andreas Fagereng
20845,"Guiso, Luigi",25604,,Guiso, Luigi, Luigi Guiso
20846,"Malacrino, Davide",25604,,Malacrino, Davide, Davide Malacrino
20847,"Pistaferri, Luigi",25604,,Pistaferri, Luigi, Luigi Pistaferri
20848,"Liu, Laura",25605,,Liu, Laura, Laura Liu
20849,"Moon, Hyungsik Roger",25605,,Moon, Hyungsik Roger, Hyungsik Roger Moon
20850,"Schorfheide, Frank",25605,,Schorfheide, Frank, Frank Schorfheide
20851,"Hartmann, Lorenz",25606,,Hartmann, Lorenz, Lorenz Hartmann
20852,"Attanasio, Orazio",25607,,Attanasio, Orazio, Orazio Attanasio
20853,"Pastorino, Elena",25607,,Pastorino, Elena, Elena Pastorino
20854,"Abadie, Alberto",25608,,Abadie, Alberto, Alberto Abadie
20855,"Athey, Susan",25608,,Athey, Susan, Susan Athey
20856,"Imbens, Guido W.",25608,,Imbens, Guido W., Guido W. Imbens
20857,"Wooldridge, Jeffrey M.",25608,,Wooldridge, Jeffrey M., Jeffrey M. Wooldridge
20858,"Trevino, Isabel",25609,,Trevino, Isabel, Isabel Trevino
20859,"Milgrom, Paul",25610,,Milgrom, Paul, Paul Milgrom
20860,"Segal, Ilya",25610,,Segal, Ilya, Ilya Segal
20861,"De La Sierra, Raul Sanchez",25611,,De La Sierra, Raul Sanchez, Raul Sanchez De La Sierra
20862,"Krasnokutskaya, Elena",25612,,Krasnokutskaya, Elena, Elena Krasnokutskaya
20863,"Song, Kyungchul",25612,,Song, Kyungchul, Kyungchul Song
20864,"Tang, Xun",25612,,Tang, Xun, Xun Tang
20865,"Boppart, Timo",25613,,Boppart, Timo, Timo Boppart
20866,"Krusell, Per",25613,,Krusell, Per, Per Krusell
20867,"Fort, Margherita",25614,,Fort, Margherita, Margherita Fort
20868,"Ichino, Andrea",25614,,Ichino, Andrea, Andrea Ichino
20869,"Zanella, Giulio",25614,,Zanella, Giulio, Giulio Zanella
20870,"Borovicka, Jaroslav",25615,,Borovicka, Jaroslav, Jaroslav Borovicka
20871,"Persson, Petra",25616,,Persson, Petra, Petra Persson
20872,"Mermelstein, Ben",25617,,Mermelstein, Ben, Ben Mermelstein
20873,"Nocke, Volker",25617,,Nocke, Volker, Volker Nocke
20874,"Satterthwaite, Mark A.",25617,,Satterthwaite, Mark A., Mark A. Satterthwaite
20875,"Whinston, Michael D.",25617,,Whinston, Michael D., Michael D. Whinston
20876,"Noe, Thomas",25618,,Noe, Thomas, Thomas Noe
20877,"Barrage, Lint",25619,,Barrage, Lint, Lint Barrage
20878,"Berger, David",25620,,Berger, David, David Berger
20879,"Dew-Becker, Ian",25620,,Dew-Becker, Ian, Ian Dew-Becker
20880,"Giglio, Stefano",25620,,Giglio, Stefano, Stefano Giglio
20881,"Broer, Tobias",25621,,Broer, Tobias, Tobias Broer
20882,"Hansen, Niels-Jakob Harbo",25621,,Hansen, Niels-Jakob Harbo, Niels-Jakob Harbo Hansen
20883,"Krusell, Per",25621,,Krusell, Per, Per Krusell
20884,"Oberg, Erik",25621,,Oberg, Erik, Erik Oberg
20885,"Cloyne, James",25622,,Cloyne, James, James Cloyne
20886,"Ferreira, Clodomiro",25622,,Ferreira, Clodomiro, Clodomiro Ferreira
20887,"Surico, Paolo",25622,,Surico, Paolo, Paolo Surico
20888,"De Giorgi, Giacomo",25623,,De Giorgi, Giacomo, Giacomo De Giorgi
20889,"Frederiksen, Anders",25623,,Frederiksen, Anders, Anders Frederiksen
20890,"Pistaferri, Luigi",25623,,Pistaferri, Luigi, Luigi Pistaferri
20891,"Dell, Melissa",25624,,Dell, Melissa, Melissa Dell
20892,"Olken, Benjamin A.",25624,,Olken, Benjamin A., Benjamin A. Olken
20893,"Fouka, Vasiliki",25625,,Fouka, Vasiliki, Vasiliki Fouka
20894,"Gertler, Mark",25626,,Gertler, Mark, Mark Gertler
20895,"Kiyotaki, Nobuhiro",25626,,Kiyotaki, Nobuhiro, Nobuhiro Kiyotaki
20896,"Prestipino, Andrea",25626,,Prestipino, Andrea, Andrea Prestipino
20897,"Grosfeld, Irena",25627,,Grosfeld, Irena, Irena Grosfeld
20898,"Sakalli, Seyhun Orcan",25627,,Sakalli, Seyhun Orcan, Seyhun Orcan Sakalli
20899,"Zhuravskaya, Ekaterina",25627,,Zhuravskaya, Ekaterina, Ekaterina Zhuravskaya
20900,"Rosenzweig, Mark R.",25628,,Rosenzweig, Mark R., Mark R. Rosenzweig
20901,"Udry, Christopher",25628,,Udry, Christopher, Christopher Udry
20902,"Sequeira, Sandra",25629,,Sequeira, Sandra, Sandra Sequeira
20903,"Nunn, Nathan",25629,,Nunn, Nathan, Nathan Nunn
20904,"Qian, Nancy",25629,,Qian, Nancy, Nancy Qian
20905,"Stevens, Luminita",25630,,Stevens, Luminita, Luminita Stevens
20906,"Tabellini, Marco",25631,,Tabellini, Marco, Marco Tabellini
20907,"Yang, Ming",25632,,Yang, Ming, Ming Yang
20908,"Beaudry, Paul",25633,,Beaudry, Paul, Paul Beaudry
20909,"Galizia, Dana",25633,,Galizia, Dana, Dana Galizia
20910,"Portier, Franck",25633,,Portier, Franck, Franck Portier
20911,"Attanasio, Orazio",25634,,Attanasio, Orazio, Orazio Attanasio
20912,"Cattan, Sarah",25634,,Cattan, Sarah, Sarah Cattan
20913,"Fitzsimons, Emla",25634,,Fitzsimons, Emla, Emla Fitzsimons
20914,"Meghir, Costas",25634,,Meghir, Costas, Costas Meghir
20915,"Rubio-Codina, Marta",25634,,Rubio-Codina, Marta, Marta Rubio-Codina
20916,"Straub, Ludwig",25635,,Straub, Ludwig, Ludwig Straub
20917,"Werning, Ivan",25635,,Werning, Ivan, Ivan Werning
20918,"Grennan, Matthew",25636,,Grennan, Matthew, Matthew Grennan
20919,"Town, Robert J.",25636,,Town, Robert J., Robert J. Town
20920,"Ho, Christine",25637,,Ho, Christine, Christine Ho
20921,"Pavoni, Nicola",25637,,Pavoni, Nicola, Nicola Pavoni
20922,"Blakeslee, David",25638,,Blakeslee, David, David Blakeslee
20923,"Fishman, Ram",25638,,Fishman, Ram, Ram Fishman
20924,"Srinivasan, Veena",25638,,Srinivasan, Veena, Veena Srinivasan
20925,"Sadler, Evan",25639,,Sadler, Evan, Evan Sadler
20926,"Basak, Deepal",25640,,Basak, Deepal, Deepal Basak
20927,"Zhou, Zhen",25640,,Zhou, Zhen, Zhen Zhou
20928,"Farhi, Emmanuel",25641,,Farhi, Emmanuel, Emmanuel Farhi
20929,"Gabaix, Xavier",25641,,Gabaix, Xavier, Xavier Gabaix
20930,"Abbott, Brant",25642,,Abbott, Brant, Brant Abbott
20931,"Gallipoli, Giovanni",25642,,Gallipoli, Giovanni, Giovanni Gallipoli
20932,"Meghir, Costas",25642,,Meghir, Costas, Costas Meghir
20933,"Violante, Giovanni L.",25642,,Violante, Giovanni L., Giovanni L. Violante
20934,"Atkeson, Andrew",25643,,Atkeson, Andrew, Andrew Atkeson
20935,"Burstein, Ariel",25643,,Burstein, Ariel, Ariel Burstein
20936,"Cai, Yongyang",25644,,Cai, Yongyang, Yongyang Cai
20937,"Lontzek, Thomas S.",25644,,Lontzek, Thomas S., Thomas S. Lontzek
20938,"Chen, M. Keith",25645,,Chen, M. Keith, M. Keith Chen
20939,"Rossi, Peter E.",25645,,Rossi, Peter E., Peter E. Rossi
20940,"Chevalier, Judith A.",25645,,Chevalier, Judith A., Judith A. Chevalier
20941,"Oehlsen, Emily",25645,,Oehlsen, Emily, Emily Oehlsen
20942,"Eika, Lasse",25646,,Eika, Lasse, Lasse Eika
20943,"Mogstad, Magne",25646,,Mogstad, Magne, Magne Mogstad
20944,"Zafar, Basit",25646,,Zafar, Basit, Basit Zafar
20945,"Finkelstein, Amy",25647,,Finkelstein, Amy, Amy Finkelstein
20946,"Hendren, Nathaniel",25647,,Hendren, Nathaniel, Nathaniel Hendren
20947,"Luttmer, Erzo F. P.",25647,,Luttmer, Erzo F. P., Erzo F. P. Luttmer
20948,"Galichon, Alfred",25648,,Galichon, Alfred, Alfred Galichon
20949,"Kominers, Scott Duke",25648,,Kominers, Scott Duke, Scott Duke Kominers
20950,"Weber, Simon",25648,,Weber, Simon, Simon Weber
20951,"Kiyotaki, Nobuhiro",25649,,Kiyotaki, Nobuhiro, Nobuhiro Kiyotaki
20952,"Moore, John",25649,,Moore, John, John Moore
20953,"Rey, Patrick",25650,,Rey, Patrick, Patrick Rey
20954,"Tirole, Jean",25650,,Tirole, Jean, Jean Tirole
20955,"Zhou, Xiang",25651,,Zhou, Xiang, Xiang Zhou
20956,"Xie, Yu",25651,,Xie, Yu, Yu Xie
20957,"Alsan, Marcella",25652,,Alsan, Marcella, Marcella Alsan
20958,"Garrick, Owen",25652,,Garrick, Owen, Owen Garrick
20959,"Graziano, Grant",25652,,Graziano, Grant, Grant Graziano
20960,"Fudenberg, Drew",25653,,Fudenberg, Drew, Drew Fudenberg
20961,"Liang, Annie",25653,,Liang, Annie, Annie Liang
20962,"Lustig, Hanno",25654,,Lustig, Hanno, Hanno Lustig
20963,"Stathopoulos, Andreas",25654,,Stathopoulos, Andreas, Andreas Stathopoulos
20964,"Verdelhan, Adrien",25654,,Verdelhan, Adrien, Adrien Verdelhan
20965,"Deryugina, Tatyana",25655,,Deryugina, Tatyana, Tatyana Deryugina
20966,"Heutel, Garth",25655,,Heutel, Garth, Garth Heutel
20967,"Miller, Nolan H.",25655,,Miller, Nolan H., Nolan H. Miller
20968,"Molitor, David",25655,,Molitor, David, David Molitor
20969,"Reif, Julian",25655,,Reif, Julian, Julian Reif
20970,"Mueller, Andreas",25656,,Mueller, Andreas, Andreas Mueller
20971,"Storesletten, Kjetil",25656,,Storesletten, Kjetil, Kjetil Storesletten
20972,"Zilibotti, Fabrizio",25656,,Zilibotti, Fabrizio, Fabrizio Zilibotti
20973,"Traiberman, Sharon",25657,,Traiberman, Sharon, Sharon Traiberman
20974,"Hortacsu, Ali",25658,,Hortacsu, Ali, Ali Hortacsu
20975,"Luco, Fernando",25658,,Luco, Fernando, Fernando Luco
20976,"Puller, Steven L.",25658,,Puller, Steven L., Steven L. Puller
20977,"Zhu, Dongni",25658,,Zhu, Dongni, Dongni Zhu
20978,"Bocola, Luigi",25659,,Bocola, Luigi, Luigi Bocola
20979,"Dovis, Alessandro",25659,,Dovis, Alessandro, Alessandro Dovis
20980,"Couttenier, Mathieu",25660,,Couttenier, Mathieu, Mathieu Couttenier
20981,"Petrencu, Veronica",25660,,Petrencu, Veronica, Veronica Petrencu
20982,"Rohner, Dominic",25660,,Rohner, Dominic, Dominic Rohner
20983,"Thoenig, Mathias",25660,,Thoenig, Mathias, Mathias Thoenig
20984,"Argenziano, Rossella",25661,,Argenziano, Rossella, Rossella Argenziano
20985,"Weeds, Helen",25661,,Weeds, Helen, Helen Weeds
20986,"Bhaskar, V.",25662,,Bhaskar, V., V. Bhaskar
20987,"Chen, Cheng",25663,,Chen, Cheng, Cheng Chen
20988,"Tian, Wei",25663,,Tian, Wei, Wei Tian
20989,"Yu, Miaojie",25663,,Yu, Miaojie, Miaojie Yu
20990,"Devereux, Michael",25664,,Devereux, Michael, Michael Devereux
20991,"Johannesen, Niels",25664,,Johannesen, Niels, Niels Johannesen
20992,"Vella, John",25664,,Vella, John, John Vella
20993,"Englmaier, Florian",25665,,Englmaier, Florian, Florian Englmaier
20994,"Fahn, Matthias",25665,,Fahn, Matthias, Matthias Fahn
20995,"Gauriot, Romain",25666,,Gauriot, Romain, Romain Gauriot
20996,"Page, Lionel",25666,,Page, Lionel, Lionel Page
20997,"Herrera, Helios",25667,,Herrera, Helios, Helios Herrera
20998,"Llorente-Saguer, Aniol",25667,,Llorente-Saguer, Aniol, Aniol Llorente-Saguer
20999,"Mcmurray, Joseph C.",25667,,Mcmurray, Joseph C., Joseph C. Mcmurray
21000,"Jia, Ruixue",25668,,Jia, Ruixue, Ruixue Jia
21001,"Ku, Hyejin",25668,,Ku, Hyejin, Hyejin Ku
21002,"Koenig, Felix",25669,,Koenig, Felix, Felix Koenig
21003,"Petrongolo, Barbara",25669,,Petrongolo, Barbara, Barbara Petrongolo
21004,"Van Reenen, John",25669,,Van Reenen, John, John Van Reenen
21005,"Bagaria, Nitika",25669,,Bagaria, Nitika, Nitika Bagaria
21006,"Langella, Monica",25670,,Langella, Monica, Monica Langella
21007,"Manning, Alan",25670,,Manning, Alan, Alan Manning
21008,"Leonardi, Marco",25671,,Leonardi, Marco, Marco Leonardi
21009,"Pellizzari, Michele",25671,,Pellizzari, Michele, Michele Pellizzari
21010,"Tabasso, Domenico",25671,,Tabasso, Domenico, Domenico Tabasso
21011,"Van Den Berg, Gerard J.",25672,,Van Den Berg, Gerard J., Gerard J. Van Den Berg
21012,"Hofmann, Barbara",25672,,Hofmann, Barbara, Barbara Hofmann
21013,"Uhlendorff, Arne",25672,,Uhlendorff, Arne, Arne Uhlendorff
21014,"Beraja, Martin",25673,,Beraja, Martin, Martin Beraja
21015,"Hurst, Erik",25673,,Hurst, Erik, Erik Hurst
21016,"Ospina, Juan",25673,,Ospina, Juan, Juan Ospina
21017,"Friedenberg, Amanda",25674,,Friedenberg, Amanda, Amanda Friedenberg
21018,"Carroll, Gabriel",25675,,Carroll, Gabriel, Gabriel Carroll
21019,"Egorov, Georgy",25675,,Egorov, Georgy, Georgy Egorov
21020,"De Castro, Luciano",25676,,De Castro, Luciano, Luciano De Castro
21021,"Galvao, Antonio F.",25676,,Galvao, Antonio F., Antonio F. Galvao
21022,"Frick, Mira",25677,,Frick, Mira, Mira Frick
21023,"Iijima, Ryota",25677,,Iijima, Ryota, Ryota Iijima
21024,"Strzalecki, Tomasz",25677,,Strzalecki, Tomasz, Tomasz Strzalecki
21025,"Borgers, Tilman",25678,,Borgers, Tilman, Tilman Borgers
21026,"Li, Jiangtao",25678,,Li, Jiangtao, Jiangtao Li
21027,"Gruener, Hans Peter",25679,,Gruener, Hans Peter, Hans Peter Gruener
21028,"Troeger, Thomas",25679,,Troeger, Thomas, Thomas Troeger
21029,"Uslu, Semih",25680,,Uslu, Semih, Semih Uslu
21030,"Rosenberg, Dinah",25681,,Rosenberg, Dinah, Dinah Rosenberg
21031,"Vieille, Nicolas",25681,,Vieille, Nicolas, Nicolas Vieille
21032,"Abito, Jose Miguel",25682,,Abito, Jose Miguel, Jose Miguel Abito
21033,"Salant, Yuval",25682,,Salant, Yuval, Yuval Salant
21034,"Ahn, David S.",25683,,Ahn, David S., David S. Ahn
21035,"Iijima, Ryota",25683,,Iijima, Ryota, Ryota Iijima
21036,"Le Yaouanq, Yves",25683,,Le Yaouanq, Yves, Yves Le Yaouanq
21037,"Sarver, Todd",25683,,Sarver, Todd, Todd Sarver
21038,"Amiti, Mary",25684,,Amiti, Mary, Mary Amiti
21039,"Itskhoki, Oleg",25684,,Itskhoki, Oleg, Oleg Itskhoki
21040,"Konings, Jozef",25684,,Konings, Jozef, Jozef Konings
21041,"Bailey, Michael",25685,,Bailey, Michael, Michael Bailey
21042,"Davila, Eduardo",25685,,Davila, Eduardo, Eduardo Davila
21043,"Kuchler, Theresa",25685,,Kuchler, Theresa, Theresa Kuchler
21044,"Stroebel, Johannes",25685,,Stroebel, Johannes, Johannes Stroebel
21045,"Banerjee, Abhijit",25686,,Banerjee, Abhijit, Abhijit Banerjee
21046,"Chandrasekhar, Arun G.",25686,,Chandrasekhar, Arun G., Arun G. Chandrasekhar
21047,"Duflo, Esther",25686,,Duflo, Esther, Esther Duflo
21048,"Jackson, Matthew O.",25686,,Jackson, Matthew O., Matthew O. Jackson
21049,"Callen, Michael",25687,,Callen, Michael, Michael Callen
21050,"De Mel, Suresh",25687,,De Mel, Suresh, Suresh De Mel
21051,"Mcintosh, Craig",25687,,Mcintosh, Craig, Craig Mcintosh
21052,"Woodruff, Christopher",25687,,Woodruff, Christopher, Christopher Woodruff
21053,"Chassang, Sylvain",25688,,Chassang, Sylvain, Sylvain Chassang
21054,"Miquel, Gerard Padro, I",25688,,Miquel, Gerard Padro, Gerard Padro Miquel
21055,"Faraglia, Elisa",25689,,Faraglia, Elisa, Elisa Faraglia
21056,"Marcet, Albert",25689,,Marcet, Albert, Albert Marcet
21057,"Oikonomou, Rigas",25689,,Oikonomou, Rigas, Rigas Oikonomou
21058,"Scott, Andrew",25689,,Scott, Andrew, Andrew Scott
21059,"Herkenhoff, Kyle F.",25690,,Herkenhoff, Kyle F., Kyle F. Herkenhoff
21060,"Jung, Junehyuk",25691,,Jung, Junehyuk, Junehyuk Jung
21061,"Kim, Jeong Ho (John)",25691,,Kim, Jeong Ho (John), Jeong Ho (John) Kim
21062,"Matejka, Filip",25691,,Matejka, Filip, Filip Matejka
21063,"Sims, Christopher A.",25691,,Sims, Christopher A., Christopher A. Sims
21064,"Morales, Eduardo",25692,,Morales, Eduardo, Eduardo Morales
21065,"Sheu, Gloria",25692,,Sheu, Gloria, Gloria Sheu
21066,"Zahler, Andres",25692,,Zahler, Andres, Andres Zahler
21067,"Souza-Rodrigues, Eduardo",25693,,Souza-Rodrigues, Eduardo, Eduardo Souza-Rodrigues
21068,"Kessler, Judd B.",25694,,Kessler, Judd B., Judd B. Kessler
21069,"Low, Corinne",25694,,Low, Corinne, Corinne Low
