,metadata,ArticleID,index,last name,first name,AuthorName
5128,"Lumsden, Kg",15240,,Lumsden, Kg, Kg Lumsden
5129,"Scott, A",15240,,Scott, A, A Scott
5130,"Feldstein, M",15241,,Feldstein, M, M Feldstein
5131,"Green, J",15241,,Green, J, J Green
5132,"Chizmar, Jf",15242,,Chizmar, Jf, Jf Chizmar
5133,"Zak, Ta",15242,,Zak, Ta, Ta Zak
5134,"Schmidt, Rm",15243,,Schmidt, Rm, Rm Schmidt
5135,"Olsen, Rj",15244,,Olsen, Rj, Rj Olsen
5136,"Leamer, Ee",15245,,Leamer, Ee, Ee Leamer
5137,"Newman, Jl",15246,,Newman, Jl, Jl Newman
5138,"Rosenzweig, Mr",15247,,Rosenzweig, Mr, Mr Rosenzweig
5139,"Schultz, Tp",15247,,Schultz, Tp, Tp Schultz
5140,"Willett, Td",15248,,Willett, Td, Td Willett
5141,"Wilcox, Ja",15249,,Wilcox, Ja, Ja Wilcox
5142,"Frenkel, Ja",15250,,Frenkel, Ja, Ja Frenkel
5143,"Akerlof, Ga",15251,,Akerlof, Ga, Ga Akerlof
5144,"Vonfurstenberg, Gm",15252,,Vonfurstenberg, Gm, Gm Vonfurstenberg
5145,"Darity, W",15253,,Darity, W, W Darity
5146,"Myers, Sl",15253,,Myers, Sl, Sl Myers
5147,"Dealessi, L",15254,,Dealessi, L, L Dealessi
5148,"Danziger, S",15255,,Danziger, S, S Danziger
5149,"Bernanke, Bs",15256,,Bernanke, Bs, Bs Bernanke
5150,"Auerbach, Aj",15257,,Auerbach, Aj, Aj Auerbach
5151,"Fisher, Fm",15258,,Fisher, Fm, Fm Fisher
5152,"Mcgowan, Jj",15258,,Mcgowan, Jj, Jj Mcgowan
5153,"Kotlikoff, Lj",15259,,Kotlikoff, Lj, Lj Kotlikoff
5154,"Silber, Wl",15260,,Silber, Wl, Wl Silber
5155,"Kane, Ej",15261,,Kane, Ej, Ej Kane
5156,"Henderson, Jv",15262,,Henderson, Jv, Jv Henderson
5157,"Ioannides, Ym",15262,,Ioannides, Ym, Ym Ioannides
5158,"Freedman, C",15263,,Freedman, C, C Freedman
5159,"Kilby, P",15264,,Kilby, P, P Kilby
5160,"Wu, Yl",15265,,Wu, Yl, Yl Wu
5161,"Mayshar, J",15266,,Mayshar, J, J Mayshar
5162,"Glade, W",15267,,Glade, W, W Glade
5163,"Paringer, L",15268,,Paringer, L, L Paringer
5164,"Wilensky, Gr",15269,,Wilensky, Gr, Gr Wilensky
5165,"Cafferata, Gl",15269,,Cafferata, Gl, Gl Cafferata
5166,"Frazer, Wj",15270,,Frazer, Wj, Wj Frazer
5167,"Boland, La",15270,,Boland, La, La Boland
5168,"Wolfe, B",15271,,Wolfe, B, B Wolfe
5169,"Haveman, R",15271,,Haveman, R, R Haveman
5170,"Mansfield, E",15272,,Mansfield, E, E Mansfield
5171,"Ash, C",15273,,Ash, C, C Ash
5172,"Udis, B",15273,,Udis, B, B Udis
5173,"Mcnown, Rf",15273,,Mcnown, Rf, Rf Mcnown
5174,"Rosenberg, N",15274,,Rosenberg, N, N Rosenberg
5175,"Frischtak, Cr",15274,,Frischtak, Cr, Cr Frischtak
5176,"Gordon, Dm",15275,,Gordon, Dm, Dm Gordon
5177,"Weisskopf, Te",15275,,Weisskopf, Te, Te Weisskopf
5178,"Bowles, S",15275,,Bowles, S, S Bowles
5179,"Shaller, Dr",15276,,Shaller, Dr, Dr Shaller
5180,"Tolley, G",15277,,Tolley, G, G Tolley
5181,"Krumm, R",15277,,Krumm, R, R Krumm
5182,"Sanders, J",15277,,Sanders, J, J Sanders
5183,"Henderson, Jv",15278,,Henderson, Jv, Jv Henderson
5184,"Woodbury, Sa",15279,,Woodbury, Sa, Sa Woodbury
5185,"Vaughan, Rj",15280,,Vaughan, Rj, Rj Vaughan
5186,"Greenwood, Mj",15281,,Greenwood, Mj, Mj Greenwood
5187,"Reubens, Ep",15282,,Reubens, Ep, Ep Reubens
5188,"Eaton, J",15283,,Eaton, J, J Eaton
5189,"Turnovsky, Sj",15283,,Turnovsky, Sj, Sj Turnovsky
5190,"Riverabatiz, Fl",15284,,Riverabatiz, Fl, Fl Riverabatiz
5191,"Brown, Dj",15285,,Brown, Dj, Dj Brown
5192,"Heal, Gm",15285,,Heal, Gm, Gm Heal
5193,"Marvel, Hp",15286,,Marvel, Hp, Hp Marvel
5194,"Ray, Ej",15286,,Ray, Ej, Ej Ray
5195,"Cornell, Nw",15287,,Cornell, Nw, Nw Cornell
5196,"Webbink, Dw",15287,,Webbink, Dw, Dw Webbink
5197,"Cesarano, F",15288,,Cesarano, F, F Cesarano
5198,"Kareken, Jh",15289,,Kareken, Jh, Jh Kareken
5199,"Johnson, Wr",15290,,Johnson, Wr, Wr Johnson
5200,"Browning, Ek",15290,,Browning, Ek, Ek Browning
5201,"Mansfield, E",15291,,Mansfield, E, E Mansfield
5202,"Piekarz, R",15292,,Piekarz, R, R Piekarz
5203,"Koskela, E",15293,,Koskela, E, E Koskela
5204,"Viren, M",15293,,Viren, M, M Viren
5205,"Scherer, Fm",15294,,Scherer, Fm, Fm Scherer
5206,"Hall, Re",15295,,Hall, Re, Re Hall
5207,"Burbidge, Jb",15296,,Burbidge, Jb, Jb Burbidge
5208,"Harris, M",15297,,Harris, M, M Harris
5209,"Holmstrom, B",15297,,Holmstrom, B, B Holmstrom
5210,"Abel, Ab",15298,,Abel, Ab, Ab Abel
5211,"Sims, Ca",15299,,Sims, Ca, Ca Sims
5212,"Schuh, Ge",15300,,Schuh, Ge, Ge Schuh
5213,"Mellor, Jw",15301,,Mellor, Jw, Jw Mellor
5214,"Bale, Md",15302,,Bale, Md, Md Bale
5215,"Duncan, Rc",15302,,Duncan, Rc, Rc Duncan
5216,"Piore, Mj",15303,,Piore, Mj, Mj Piore
5217,"Mazumdar, D",15304,,Mazumdar, D, D Mazumdar
5218,"Bernanke, Bs",15305,,Bernanke, Bs, Bs Bernanke
5219,"Elbaum, B",15306,,Elbaum, B, B Elbaum
5220,"Salop, Sc",15307,,Salop, Sc, Sc Salop
5221,"Scheffman, Dt",15307,,Scheffman, Dt, Dt Scheffman
5222,"Loury, Gc",15308,,Loury, Gc, Gc Loury
5223,"Grossman, Gm",15309,,Grossman, Gm, Gm Grossman
5224,"Nalebuff, Bj",15310,,Nalebuff, Bj, Bj Nalebuff
5225,"Stiglitz, Je",15310,,Stiglitz, Je, Je Stiglitz
5226,"Lindbeck, A",15311,,Lindbeck, A, A Lindbeck
5227,"Eltis, W",15312,,Eltis, W, W Eltis
5228,"Shughart, Wf",15313,,Shughart, Wf, Wf Shughart
5229,"Tollison, Rd",15313,,Tollison, Rd, Rd Tollison
5230,"Blinder, As",15314,,Blinder, As, As Blinder
5231,"Stiglitz, Je",15314,,Stiglitz, Je, Je Stiglitz
5232,"Baumol, Wj",15315,,Baumol, Wj, Wj Baumol
5233,"Smith, B",15316,,Smith, B, B Smith
5234,"Garegnani, P",15317,,Garegnani, P, P Garegnani
5235,"Hollander, S",15318,,Hollander, S, S Hollander
5236,"Akhtar, Ma",15319,,Akhtar, Ma, Ma Akhtar
5237,"Wiens, Tb",15320,,Wiens, Tb, Tb Wiens
5238,"Reynolds, Bl",15321,,Reynolds, Bl, Bl Reynolds
5239,"Byrd, W",15322,,Byrd, W, W Byrd
5240,"Makowski, L",15323,,Makowski, L, L Makowski
5241,"Amsden, Ah",15324,,Amsden, Ah, Ah Amsden
5242,"Keesing, Db",15325,,Keesing, Db, Db Keesing
5243,"Lundberg, Sj",15326,,Lundberg, Sj, Sj Lundberg
5244,"Startz, R",15326,,Startz, R, R Startz
5245,"Krugman, P",15327,,Krugman, P, P Krugman
5246,"Woodward, S",15328,,Woodward, S, S Woodward
5247,"Helleiner, Gk",15329,,Helleiner, Gk, Gk Helleiner
5248,"Williamson, J",15330,,Williamson, J, J Williamson
5249,"Katseli, Lt",15331,,Katseli, Lt, Lt Katseli
5250,"Roth, Ae",15332,,Roth, Ae, Ae Roth
5251,"Schoumaker, F",15332,,Schoumaker, F, F Schoumaker
5252,"Shubik, M",15333,,Shubik, M, M Shubik
5253,"Heim, P",15333,,Heim, P, P Heim
5254,"Baumol, Wj",15333,,Baumol, Wj, Wj Baumol
5255,"Kuran, T",15334,,Kuran, T, T Kuran
5256,"Nichols, Da",15335,,Nichols, Da, Da Nichols
5257,"Small, Dh",15335,,Small, Dh, Dh Small
5258,"Webster, Ce",15335,,Webster, Ce, Ce Webster
5259,"Warren, Rs",15336,,Warren, Rs, Rs Warren
5260,"Evans, Oj",15337,,Evans, Oj, Oj Evans
5261,"Basmann, Rl",15338,,Basmann, Rl, Rl Basmann
5262,"Molina, Dj",15338,,Molina, Dj, Dj Molina
5263,"Slottje, Dj",15338,,Slottje, Dj, Dj Slottje
5264,"Mccallum, J",15339,,Mccallum, J, J Mccallum
5265,"Chang, Ww",15340,,Chang, Ww, Ww Chang
5266,"Hamberg, D",15340,,Hamberg, D, D Hamberg
5267,"Hirata, J",15340,,Hirata, J, J Hirata
5268,"Loomes, G",15341,,Loomes, G, G Loomes
5269,"Sugden, R",15341,,Sugden, R, R Sugden
5270,"Rotemberg, Jj",15342,,Rotemberg, Jj, Jj Rotemberg
5271,"Williamson, Oe",15343,,Williamson, Oe, Oe Williamson
5272,"Topel, Rh",15344,,Topel, Rh, Rh Topel
5273,"Slovic, P",15345,,Slovic, P, P Slovic
5274,"Lichtenstein, S",15345,,Lichtenstein, S, S Lichtenstein
5275,"Bhagwati, Jn",15346,,Bhagwati, Jn, Jn Bhagwati
5276,"Brecher, Ra",15346,,Brecher, Ra, Ra Brecher
5277,"Hatta, T",15346,,Hatta, T, T Hatta
5278,"Carmichael, J",15347,,Carmichael, J, J Carmichael
5279,"Stebbing, Pw",15347,,Stebbing, Pw, Pw Stebbing
5280,"Lazear, Ep",15348,,Lazear, Ep, Ep Lazear
5281,"Bull, C",15349,,Bull, C, C Bull
5282,"Menchik, Pl",15350,,Menchik, Pl, Pl Menchik
5283,"David, M",15350,,David, M, M David
5284,"Wright, Bd",15351,,Wright, Bd, Bd Wright
5285,"Abraham, Kg",15352,,Abraham, Kg, Kg Abraham
5286,"Mulligan, Jg",15353,,Mulligan, Jg, Jg Mulligan
5287,"Mcafee, Rp",15354,,Mcafee, Rp, Rp Mcafee
5288,"Reinganum, Jf",15355,,Reinganum, Jf, Jf Reinganum
5289,"Grossman, Gm",15356,,Grossman, Gm, Gm Grossman
5290,"Katz, Ml",15356,,Katz, Ml, Ml Katz
5291,"Bryant, J",15357,,Bryant, J, J Bryant
5292,"Ayanian, R",15358,,Ayanian, R, R Ayanian
5293,"Behrman, Jr",15359,,Behrman, Jr, Jr Behrman
5294,"Sickles, Rc",15359,,Sickles, Rc, Rc Sickles
5295,"Taubman, P",15359,,Taubman, P, P Taubman
5296,"Rosen, Kt",15360,,Rosen, Kt, Kt Rosen
5297,"Smith, Lb",15360,,Smith, Lb, Lb Smith
5298,"Cornes, R",15361,,Cornes, R, R Cornes
5299,"Sandler, T",15361,,Sandler, T, T Sandler
5300,"Viscusi, Wk",15362,,Viscusi, Wk, Wk Viscusi
5301,"Chambers, Rg",15363,,Chambers, Rg, Rg Chambers
5302,"Bockstael, Ne",15364,,Bockstael, Ne, Ne Bockstael
5303,"Mcconnell, Ke",15364,,Mcconnell, Ke, Ke Mcconnell
5304,"Grossman, S",15365,,Grossman, S, S Grossman
5305,"Weiss, L",15365,,Weiss, L, L Weiss
5306,"Wiggins, Sn",15366,,Wiggins, Sn, Sn Wiggins
5307,"Lane, Wj",15366,,Lane, Wj, Wj Lane
5308,"Townsend, Rm",15367,,Townsend, Rm, Rm Townsend
5309,"Stiglitz, Je",15368,,Stiglitz, Je, Je Stiglitz
5310,"Weiss, A",15368,,Weiss, A, A Weiss
5311,"Behrman, Jr",15369,,Behrman, Jr, Jr Behrman
5312,"Birdsall, N",15369,,Birdsall, N, N Birdsall
5313,"Norsworthy, Jr",15370,,Norsworthy, Jr, Jr Norsworthy
5314,"Malmquist, Dh",15370,,Malmquist, Dh, Dh Malmquist
5315,"Fried, J",15371,,Fried, J, J Fried
5316,"Howitt, P",15371,,Howitt, P, P Howitt
5317,"Taylor, Jb",15372,,Taylor, Jb, Jb Taylor
5318,"Kormendi, Rc",15373,,Kormendi, Rc, Rc Kormendi
5319,"Mcbride, Me",15374,,Mcbride, Me, Me Mcbride
5320,"Moffitt, R",15375,,Moffitt, R, R Moffitt
5321,"Williamson, Sh",15376,,Williamson, Sh, Sh Williamson
5322,"Jones, Wl",15376,,Jones, Wl, Wl Jones
5323,"Clotfelter, Ct",15377,,Clotfelter, Ct, Ct Clotfelter
5324,"Pindyck, Rs",15378,,Pindyck, Rs, Rs Pindyck
5325,"Rotemberg, Jj",15378,,Rotemberg, Jj, Jj Rotemberg
5326,"Rolnick, Aj",15379,,Rolnick, Aj, Aj Rolnick
5327,"Weber, We",15379,,Weber, We, We Weber
5328,"Lewis, Tr",15380,,Lewis, Tr, Tr Lewis
5329,"Siegel, Jj",15381,,Siegel, Jj, Jj Siegel
5330,"West, Eg",15382,,West, Eg, Eg West
5331,"Mckee, M",15382,,Mckee, M, M Mckee
5332,"Christ, Cf",15383,,Christ, Cf, Cf Christ
5333,"Manski, Cf",15384,,Manski, Cf, Cf Manski
5334,"Polterovich, Vm",15385,,Polterovich, Vm, Vm Polterovich
5335,"Dixit, A",15386,,Dixit, A, A Dixit
5336,"Laidler, D",15387,,Laidler, D, D Laidler
5337,"Anderson, G",15388,,Anderson, G, G Anderson
5338,"Blundell, R",15388,,Blundell, R, R Blundell
5339,"Begg, Dkh",15389,,Begg, Dkh, Dkh Begg
5340,"Blundell, R",15390,,Blundell, R, R Blundell
5341,"Walker, I",15390,,Walker, I, I Walker
5342,"Godfrey, Lg",15391,,Godfrey, Lg, Lg Godfrey
5343,"Osborn, Dr",15392,,Osborn, Dr, Dr Osborn
5344,"Pissarides, Ca",15393,,Pissarides, Ca, Ca Pissarides
5345,"Rees, R",15394,,Rees, R, R Rees
5346,"Simmons, P",15395,,Simmons, P, P Simmons
5347,"Wickens, Mr",15396,,Wickens, Mr, Mr Wickens
5348,"Molana, H",15396,,Molana, H, H Molana
5349,"Chalkley, M",15397,,Chalkley, M, M Chalkley
5350,"Junankar, Pn",15398,,Junankar, Pn, Pn Junankar
5351,"Price, S",15398,,Price, S, S Price
5352,"Deane, P",15399,,Deane, P, P Deane
5353,"Lindbeck, A",15400,,Lindbeck, A, A Lindbeck
5354,"Giersch, H",15401,,Giersch, H, H Giersch
5355,"Wolter, F",15401,,Wolter, F, F Wolter
5356,"Denison, Ef",15402,,Denison, Ef, Ef Denison
5357,"Morris, Dj",15403,,Morris, Dj, Dj Morris
5358,"Prais, Sj",15404,,Prais, Sj, Sj Prais
5359,"Brennan, G",15405,,Brennan, G, G Brennan
5360,"Buchanan, J",15405,,Buchanan, J, J Buchanan
5361,"Plott, Cr",15406,,Plott, Cr, Cr Plott
5362,"Hemming, R",15407,,Hemming, R, R Hemming
5363,"Harvey, R",15407,,Harvey, R, R Harvey
5364,"Levy, H",15408,,Levy, H, H Levy
5365,"Costrell, Rm",15409,,Costrell, Rm, Rm Costrell
5366,"Clarke, R",15410,,Clarke, R, R Clarke
5367,"Davies, Sw",15410,,Davies, Sw, Sw Davies
5368,"Sampson, Aa",15411,,Sampson, Aa, Aa Sampson
5369,"Zabalza, A",15412,,Zabalza, A, A Zabalza
5370,"Berry, A",15413,,Berry, A, A Berry
5371,"Bourguignon, F",15413,,Bourguignon, F, F Bourguignon
5372,"Morrisson, C",15413,,Morrisson, C, C Morrisson
5373,"Cubbin, J",15414,,Cubbin, J, J Cubbin
5374,"Leech, D",15414,,Leech, D, D Leech
5375,"Anderson, Rw",15415,,Anderson, Rw, Rw Anderson
5376,"Danthine, Jp",15415,,Danthine, Jp, Jp Danthine
5377,"Kennally, Gf",15416,,Kennally, Gf, Gf Kennally
5378,"Winch, D",15417,,Winch, D, D Winch
5379,"Stewart, Mb",15418,,Stewart, Mb, Mb Stewart
5380,"Sveikauskas, L",15419,,Sveikauskas, L, L Sveikauskas
5381,"Eaton, J",15420,,Eaton, J, J Eaton
5382,"Turnovsky, Sj",15420,,Turnovsky, Sj, Sj Turnovsky
5383,"Golub, Ss",15421,,Golub, Ss, Ss Golub
5384,"Beesley, Me",15422,,Beesley, Me, Me Beesley
5385,"Glaister, S",15422,,Glaister, S, S Glaister
5386,"Alogoskoufis, G",15423,,Alogoskoufis, G, G Alogoskoufis
5387,"Pissarides, Ca",15423,,Pissarides, Ca, Ca Pissarides
5388,"Sen, A",15424,,Sen, A, A Sen
5389,"Weitzman, Ml",15425,,Weitzman, Ml, Ml Weitzman
5390,"Mccallum, J",15426,,Mccallum, J, J Mccallum
5391,"Bean, Cr",15427,,Bean, Cr, Cr Bean
5392,"Gylfason, T",15428,,Gylfason, T, T Gylfason
5393,"Helliwell, Jf",15428,,Helliwell, Jf, Jf Helliwell
5394,"Webb, Dc",15429,,Webb, Dc, Dc Webb
5395,"Cressy, Rc",15430,,Cressy, Rc, Rc Cressy
5396,"Whitley, Jd",15431,,Whitley, Jd, Jd Whitley
5397,"Wilson, Ra",15431,,Wilson, Ra, Ra Wilson
5398,"Pittman, Rw",15432,,Pittman, Rw, Rw Pittman
5399,"Formby, Jp",15433,,Formby, Jp, Jp Formby
5400,"Layson, Sk",15433,,Layson, Sk, Sk Layson
5401,"Smith, Wj",15433,,Smith, Wj, Wj Smith
5402,"Greenaway, D",15434,,Greenaway, D, D Greenaway
5403,"Milner, C",15434,,Milner, C, C Milner
5404,"Fischer, S",15435,,Fischer, S, S Fischer
5405,"Gale, D",15436,,Gale, D, D Gale
5406,"Muellbauer, J",15437,,Muellbauer, J, J Muellbauer
5407,"Malcomson, Jm",15438,,Malcomson, Jm, Jm Malcomson
5408,"Stoneman, P",15439,,Stoneman, P, P Stoneman
5409,"Ireland, Nj",15439,,Ireland, Nj, Nj Ireland
5410,"Mcintosh, J",15440,,Mcintosh, J, J Mcintosh
5411,"Tonks, I",15441,,Tonks, I, I Tonks
5412,"Ioannides, Ym",15442,,Ioannides, Ym, Ym Ioannides
5413,"Dodgson, Js",15443,,Dodgson, Js, Js Dodgson
5414,"Bandyopadhyay, T",15444,,Bandyopadhyay, T, T Bandyopadhyay
5415,"Veljanovski, Cg",15445,,Veljanovski, Cg, Cg Veljanovski
5416,"Hey, Jd",15446,,Hey, Jd, Jd Hey
5417,"Long, Jb",15447,,Long, Jb, Jb Long
5418,"Plosser, Ci",15447,,Plosser, Ci, Ci Plosser
5419,"Darity, Wa",15448,,Darity, Wa, Wa Darity
5420,"Horn, Bl",15448,,Horn, Bl, Bl Horn
5421,"Wiggins, Sn",15449,,Wiggins, Sn, Sn Wiggins
5422,"Libecap, Gd",15449,,Libecap, Gd, Gd Libecap
5423,"Nanto, Dk",15450,,Nanto, Dk, Dk Nanto
5424,"Takagi, S",15450,,Takagi, S, S Takagi
5425,"Leonard, Hb",15451,,Leonard, Hb, Hb Leonard
5426,"Zeckhauser, Rj",15451,,Zeckhauser, Rj, Rj Zeckhauser
5427,"Feenstra, Rc",15452,,Feenstra, Rc, Rc Feenstra
5428,"Hogarth, Rm",15453,,Hogarth, Rm, Rm Hogarth
5429,"Kunreuther, H",15453,,Kunreuther, H, H Kunreuther
5430,"Heiner, Ra",15454,,Heiner, Ra, Ra Heiner
5431,"Knez, P",15455,,Knez, P, P Knez
5432,"Smith, Vl",15455,,Smith, Vl, Vl Smith
5433,"Williams, Aw",15455,,Williams, Aw, Aw Williams
5434,"Aizenman, J",15456,,Aizenman, J, J Aizenman
5435,"Frenkel, Ja",15456,,Frenkel, Ja, Ja Frenkel
5436,"Wilde, Kd",15457,,Wilde, Kd, Kd Wilde
5437,"Lebaron, Ad",15457,,Lebaron, Ad, Ad Lebaron
5438,"Israelsen, Ld",15457,,Israelsen, Ld, Ld Israelsen
5439,"Lamfalussy, A",15458,,Lamfalussy, A, A Lamfalussy
5440,"Katz, Ml",15459,,Katz, Ml, Ml Katz
5441,"Shapiro, C",15459,,Shapiro, C, C Shapiro
5442,"Feinstein, Js",15460,,Feinstein, Js, Js Feinstein
5443,"Block, Mk",15460,,Block, Mk, Mk Block
5444,"Nold, Fc",15460,,Nold, Fc, Fc Nold
5445,"Sider, H",15461,,Sider, H, H Sider
5446,"Glazer, A",15462,,Glazer, A, A Glazer
5447,"Cole, We",15463,,Cole, We, We Cole
5448,"Sanders, Rd",15463,,Sanders, Rd, Rd Sanders
5449,"Salamon, Gl",15464,,Salamon, Gl, Gl Salamon
5450,"Titman, S",15465,,Titman, S, S Titman
5451,"Sander, W",15466,,Sander, W, W Sander
5452,"Sheehan, Rg",15467,,Sheehan, Rg, Rg Sheehan
5453,"Backus, D",15468,,Backus, D, D Backus
5454,"Driffill, J",15468,,Driffill, J, J Driffill
5455,"Comanor, Ws",15469,,Comanor, Ws, Ws Comanor
5456,"Frech, He",15469,,Frech, He, He Frech
5457,"Battalio, Rc",15470,,Battalio, Rc, Rc Battalio
5458,"Kagel, Jh",15470,,Kagel, Jh, Jh Kagel
5459,"Macdonald, Dn",15470,,Macdonald, Dn, Dn Macdonald
5460,"Darby, Mr",15471,,Darby, Mr, Mr Darby
5461,"Haltiwanger, J",15471,,Haltiwanger, J, J Haltiwanger
5462,"Plant, M",15471,,Plant, M, M Plant
5463,"Fay, Ja",15472,,Fay, Ja, Ja Fay
5464,"Medoff, Jl",15472,,Medoff, Jl, Jl Medoff
5465,"Peltzman, S",15473,,Peltzman, S, S Peltzman
5466,"Pissarides, Ca",15474,,Pissarides, Ca, Ca Pissarides
5467,"Ethier, Wj",15475,,Ethier, Wj, Wj Ethier
5468,"Akerlof, Ga",15476,,Akerlof, Ga, Ga Akerlof
5469,"Yellen, Jl",15476,,Yellen, Jl, Jl Yellen
5470,"Hashimoto, M",15477,,Hashimoto, M, M Hashimoto
5471,"Raisian, J",15477,,Raisian, J, J Raisian
5472,"Blinder, As",15478,,Blinder, As, As Blinder
5473,"Rosen, Hs",15478,,Rosen, Hs, Hs Rosen
5474,"Oates, We",15479,,Oates, We, We Oates
5475,"Mills, De",15480,,Mills, De, De Mills
5476,"Schumann, L",15480,,Schumann, L, L Schumann
5477,"Caskey, J",15481,,Caskey, J, J Caskey
5478,"Abel, Ab",15482,,Abel, Ab, Ab Abel
5479,"Dickens, Wt",15483,,Dickens, Wt, Wt Dickens
5480,"Lang, K",15483,,Lang, K, K Lang
5481,"Baumol, Wj",15484,,Baumol, Wj, Wj Baumol
5482,"Blackman, Sab",15484,,Blackman, Sab, Sab Blackman
5483,"Wolff, En",15484,,Wolff, En, En Wolff
5484,"Mcmanus, Ws",15485,,Mcmanus, Ws, Ws Mcmanus
5485,"Lothian, Jr",15486,,Lothian, Jr, Jr Lothian
5486,"Kim, Jc",15487,,Kim, Jc, Jc Kim
5487,"Bester, H",15488,,Bester, H, H Bester
5488,"Fethke, G",15489,,Fethke, G, G Fethke
5489,"Hansen, Rg",15490,,Hansen, Rg, Rg Hansen
5490,"Cowen, T",15491,,Cowen, T, T Cowen
5491,"Fink, R",15491,,Fink, R, R Fink
5492,"Varian, Hr",15492,,Varian, Hr, Hr Varian
5493,"Rockoff, H",15493,,Rockoff, H, H Rockoff
5494,"Boskin, Mj",15494,,Boskin, Mj, Mj Boskin
5495,"Robinson, Ms",15494,,Robinson, Ms, Ms Robinson
5496,"Oreilly, T",15494,,Oreilly, T, T Oreilly
5497,"Kumar, P",15494,,Kumar, P, P Kumar
5498,"Weitzman, Ml",15495,,Weitzman, Ml, Ml Weitzman
5499,"Griffin, Jm",15496,,Griffin, Jm, Jm Griffin
5500,"Ashley, Ra",15497,,Ashley, Ra, Ra Ashley
5501,"Orr, D",15497,,Orr, D, D Orr
5502,"Antel, Jj",15498,,Antel, Jj, Jj Antel
5503,"Rosenzweig, Mr",15499,,Rosenzweig, Mr, Mr Rosenzweig
5504,"Schultz, Tp",15499,,Schultz, Tp, Tp Schultz
5505,"Boissiere, M",15500,,Boissiere, M, M Boissiere
5506,"Knight, Jb",15500,,Knight, Jb, Jb Knight
5507,"Sabot, Rh",15500,,Sabot, Rh, Rh Sabot
5508,"Ippolito, Ra",15501,,Ippolito, Ra, Ra Ippolito
5509,"Olmstead, Al",15502,,Olmstead, Al, Al Olmstead
5510,"Rhode, P",15502,,Rhode, P, P Rhode
5511,"Canzoneri, Mb",15503,,Canzoneri, Mb, Mb Canzoneri
5512,"Russell, T",15504,,Russell, T, T Russell
5513,"Thaler, R",15504,,Thaler, R, R Thaler
5514,"Masten, Se",15505,,Masten, Se, Se Masten
5515,"Crocker, Kj",15505,,Crocker, Kj, Kj Crocker
5516,"Lucas, Reb",15506,,Lucas, Reb, Reb Lucas
5517,"Krouse, Cg",15507,,Krouse, Cg, Cg Krouse
5518,"Benderly, J",15508,,Benderly, J, J Benderly
5519,"Zwick, B",15508,,Zwick, B, B Zwick
5520,"Obrien, A",15509,,Obrien, A, A Obrien
5521,"Ferguson, Jd",15510,,Ferguson, Jd, Jd Ferguson
5522,"Hart, Wr",15510,,Hart, Wr, Wr Hart
5523,"Skinner, J",15511,,Skinner, J, J Skinner
5524,"Davutyan, N",15512,,Davutyan, N, N Davutyan
5525,"Pippenger, J",15512,,Pippenger, J, J Pippenger
5526,"Lave, Ca",15513,,Lave, Ca, Ca Lave
5527,"Cushing, Mj",15514,,Cushing, Mj, Mj Cushing
5528,"Mcgarvey, Mg",15514,,Mcgarvey, Mg, Mg Mcgarvey
5529,"Silberberg, E",15515,,Silberberg, E, E Silberberg
5530,"Binmore, K",15516,,Binmore, K, K Binmore
5531,"Shaked, A",15516,,Shaked, A, A Shaked
5532,"Sutton, J",15516,,Sutton, J, J Sutton
5533,"Fremling, Gm",15517,,Fremling, Gm, Gm Fremling
5534,"Ohara, M",15518,,Ohara, M, M Ohara
5535,"Hallagan, W",15519,,Hallagan, W, W Hallagan
5536,"Joerding, W",15519,,Joerding, W, W Joerding
5537,"Moulin, H",15520,,Moulin, H, H Moulin
5538,"Dreze, Jh",15521,,Dreze, Jh, Jh Dreze
5539,"Ravallion, M",15522,,Ravallion, M, M Ravallion
5540,"Stiglitz, Je",15523,,Stiglitz, Je, Je Stiglitz
5541,"Allen, F",15524,,Allen, F, F Allen
5542,"Anand, S",15525,,Anand, S, S Anand
5543,"Kanbur, Smr",15525,,Kanbur, Smr, Smr Kanbur
5544,"Jones-Lee, Mw",15526,,Jones-Lee, Mw, Mw Jones-Lee
5545,"Hammerton, M",15526,,Hammerton, M, M Hammerton
5546,"Philips, Pr",15526,,Philips, Pr, Pr Philips
5547,"Binmore, Kg",15527,,Binmore, Kg, Kg Binmore
5548,"Currie, D",15528,,Currie, D, D Currie
5549,"Levine, P",15528,,Levine, P, P Levine
5550,"Dixit, Ak",15529,,Dixit, Ak, Ak Dixit
5551,"Newbery, Dmg",15529,,Newbery, Dmg, Dmg Newbery
5552,"Moore, Mj",15530,,Moore, Mj, Mj Moore
5553,"Foremanpeck, J",15531,,Foremanpeck, J, J Foremanpeck
5554,"Waterson, M",15531,,Waterson, M, M Waterson
5555,"Marini, G",15532,,Marini, G, G Marini
5556,"Grout, Pa",15533,,Grout, Pa, Pa Grout
5557,"West, Ds",15534,,West, Ds, Ds West
5558,"Vonhohenbalken, B",15534,,Vonhohenbalken, B, B Vonhohenbalken
5559,"Kroner, K",15534,,Kroner, K, K Kroner
5560,"Harris, C",15535,,Harris, C, C Harris
5561,"Hughes, Ga",15536,,Hughes, Ga, Ga Hughes
5562,"Mccormick, B",15536,,Mccormick, B, B Mccormick
5563,"Cable, J",15537,,Cable, J, J Cable
5564,"Miller, M",15538,,Miller, M, M Miller
